id_socioeconomico,escolaridade_pai,escolaridade_pai_descricao,escolaridade_mae,escolaridade_mae_descricao,quantidade_pessoas_moradia,quantidade_pessoas_moradia_descricao,renda_familiar,renda_familiar_descricao
7450,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,5,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7451,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7452,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7453,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",12,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7454,H,Nao sei,H,Nao sei,19,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7455,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7456,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",16,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7457,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,Q,"Acima de R$ 24.240,00"
7458,H,Nao sei,H,Nao sei,8,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7459,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",18,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7460,H,Nao sei,B,Nao completou a 4 serie/5 ano,9,,B,"Ate R$ 1.212,00"
7461,A,Nunca estudou,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7462,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",9,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7463,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",9,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7464,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",14,,A,Nenhuma Renda
7465,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7466,H,Nao sei,B,Nao completou a 4 serie/5 ano,7,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7467,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,7,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7468,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,1,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7469,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7470,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7471,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,4,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7472,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7473,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7474,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,3,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7475,A,Nunca estudou,A,Nunca estudou,4,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7476,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,6,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7477,A,Nunca estudou,A,Nunca estudou,1,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7478,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,10,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7479,H,Nao sei,H,Nao sei,5,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7480,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7481,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7482,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7483,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",12,,A,Nenhuma Renda
7484,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7485,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,4,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7486,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,16,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7487,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7488,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,7,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7489,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7490,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7491,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",A,Nunca estudou,2,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7492,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,6,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7493,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",12,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7494,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,6,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7495,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",6,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7496,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,10,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7497,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,B,"Ate R$ 1.212,00"
7498,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7499,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",9,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7500,A,Nunca estudou,A,Nunca estudou,3,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7501,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,3,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7502,A,Nunca estudou,H,Nao sei,8,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7503,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",9,,B,"Ate R$ 1.212,00"
7504,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",9,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7505,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7506,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7507,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",7,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7508,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",8,,B,"Ate R$ 1.212,00"
7509,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",9,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7510,H,Nao sei,B,Nao completou a 4 serie/5 ano,6,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7511,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7512,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",7,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7513,H,Nao sei,H,Nao sei,11,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7514,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7515,G,Completou a Pos-graduacao,A,Nunca estudou,5,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7516,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,4,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7517,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7518,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",H,Nao sei,4,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7519,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7520,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",11,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7521,H,Nao sei,B,Nao completou a 4 serie/5 ano,11,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7522,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,A,Nenhuma Renda
7523,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7524,G,Completou a Pos-graduacao,H,Nao sei,3,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7525,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,7,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7526,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7527,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,Q,"Acima de R$ 24.240,00"
7528,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,4,,B,"Ate R$ 1.212,00"
7529,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7530,G,Completou a Pos-graduacao,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",13,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7531,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,4,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7532,H,Nao sei,G,Completou a Pos-graduacao,1,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7533,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,5,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7534,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7535,E,"Completou o Ensino Medio, mas nao completou a Faculdade",H,Nao sei,15,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7536,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",7,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7537,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",1,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7538,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",18,,B,"Ate R$ 1.212,00"
7539,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,14,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7540,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,9,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7541,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7542,G,Completou a Pos-graduacao,A,Nunca estudou,6,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7543,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7544,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,5,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7545,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,7,,A,Nenhuma Renda
7546,H,Nao sei,B,Nao completou a 4 serie/5 ano,2,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7547,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7548,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7549,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",16,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7550,A,Nunca estudou,H,Nao sei,7,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7551,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,3,,B,"Ate R$ 1.212,00"
7552,H,Nao sei,B,Nao completou a 4 serie/5 ano,2,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7553,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,4,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7554,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,6,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7555,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,B,"Ate R$ 1.212,00"
7556,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,Q,"Acima de R$ 24.240,00"
7557,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,8,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7558,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",13,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7559,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7560,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,11,,B,"Ate R$ 1.212,00"
7561,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",11,,B,"Ate R$ 1.212,00"
7562,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7563,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7564,A,Nunca estudou,A,Nunca estudou,5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7565,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7566,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7567,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",10,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7568,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",14,,B,"Ate R$ 1.212,00"
7569,B,Nao completou a 4 serie/5 ano,H,Nao sei,4,,B,"Ate R$ 1.212,00"
7570,A,Nunca estudou,G,Completou a Pos-graduacao,5,,Q,"Acima de R$ 24.240,00"
7571,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7572,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,11,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7573,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,12,,B,"Ate R$ 1.212,00"
7574,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",11,,B,"Ate R$ 1.212,00"
7575,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,5,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7576,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7577,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",1,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7578,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7579,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7580,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7581,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7582,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,9,,Q,"Acima de R$ 24.240,00"
7583,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",9,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7584,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,2,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7585,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,11,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7586,H,Nao sei,G,Completou a Pos-graduacao,6,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7587,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7588,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7589,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",A,Nunca estudou,10,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7590,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",H,Nao sei,3,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7591,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,14,,B,"Ate R$ 1.212,00"
7592,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,10,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7593,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7594,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,11,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7595,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",H,Nao sei,3,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7596,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7597,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,4,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7598,H,Nao sei,G,Completou a Pos-graduacao,5,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7599,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",A,Nunca estudou,9,,B,"Ate R$ 1.212,00"
7600,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7601,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,1,,Q,"Acima de R$ 24.240,00"
7602,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,3,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7603,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,9,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7604,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7605,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,3,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7606,G,Completou a Pos-graduacao,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7607,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,B,"Ate R$ 1.212,00"
7608,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,4,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7609,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,B,"Ate R$ 1.212,00"
7610,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7611,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7612,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7613,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7614,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7615,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,5,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7616,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",12,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7617,H,Nao sei,A,Nunca estudou,9,,A,Nenhuma Renda
7618,A,Nunca estudou,A,Nunca estudou,2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7619,H,Nao sei,H,Nao sei,12,,A,Nenhuma Renda
7620,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7621,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",10,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7622,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,2,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7623,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,P,"De R$ 18.180,01 ate R$ 24.240,00"
